SIDO,SIGUNGU,SEX_GB,AGE_GB,POPU_NUM,popu_per
경기도,이천시,전체,50,34933,0.162
경기도,이천시,전체,60,23641,0.11
경기도,이천시,전체,70,12758,0.059
경기도,이천시,전체,80,7329,0.034
경기도,이천시,전체,전체,215834,1
경기도,파주시,남,0,23090,0.1
경기도,파주시,남,10,25130,0.109
경기도,파주시,남,20,29055,0.126
경기도,파주시,남,30,36144,0.157
경기도,파주시,남,40,40728,0.177
경기도,파주시,남,50,36514,0.158
경기도,파주시,남,60,22173,0.096
경기도,파주시,남,70,12331,0.054
경기도,파주시,남,80,5296,0.023
경기도,파주시,남,전체,230461,1
경기도,파주시,여,0,22260,0.1
경기도,파주시,여,10,23490,0.105
경기도,파주시,여,20,26222,0.117
경기도,파주시,여,30,31675,0.142
경기도,파주시,여,40,38406,0.172
경기도,파주시,여,50,33108,0.148
경기도,파주시,여,60,22851,0.102
경기도,파주시,여,70,15755,0.07
경기도,파주시,여,80,9812,0.044
경기도,파주시,여,전체,223579,1
경기도,파주시,전체,0,45350,0.1
경기도,파주시,전체,10,48620,0.107
경기도,파주시,전체,20,55277,0.122
경기도,파주시,전체,30,67819,0.149
경기도,파주시,전체,40,79134,0.174
경기도,파주시,전체,50,69622,0.153
경기도,파주시,전체,60,45024,0.099
경기도,파주시,전체,70,28086,0.062
경기도,파주시,전체,80,15108,0.033
경기도,파주시,전체,전체,454040,1
경기도,평택시,남,0,24714,0.094
경기도,평택시,남,10,27397,0.104
경기도,평택시,남,20,37615,0.142
경기도,평택시,남,30,41391,0.157
경기도,평택시,남,40,47595,0.18
경기도,평택시,남,50,43638,0.165
경기도,평택시,남,60,24528,0.093
경기도,평택시,남,70,11998,0.045
경기도,평택시,남,80,5136,0.019
경기도,평택시,남,전체,264012,1
경기도,평택시,여,0,23529,0.094
경기도,평택시,여,10,25681,0.103
경기도,평택시,여,20,31323,0.126
경기도,평택시,여,30,35412,0.142
경기도,평택시,여,40,42500,0.171
경기도,평택시,여,50,39824,0.16
경기도,평택시,여,60,25089,0.101
경기도,평택시,여,70,15552,0.062
경기도,평택시,여,80,10105,0.041
경기도,평택시,여,전체,249015,1
경기도,평택시,전체,0,48243,0.094
경기도,평택시,전체,10,53078,0.103
경기도,평택시,전체,20,68938,0.134
경기도,평택시,전체,30,76803,0.15
경기도,평택시,전체,40,90095,0.176
경기도,평택시,전체,50,83462,0.163
경기도,평택시,전체,60,49617,0.097
경기도,평택시,전체,70,27550,0.054
경기도,평택시,전체,80,15241,0.03
경기도,평택시,전체,전체,513027,1
경기도,포천시,남,0,4826,0.062
경기도,포천시,남,10,6883,0.088
경기도,포천시,남,20,10260,0.131
경기도,포천시,남,30,8290,0.106
경기도,포천시,남,40,11544,0.148
경기도,포천시,남,50,16338,0.209
경기도,포천시,남,60,11999,0.153
경기도,포천시,남,70,5662,0.072
경기도,포천시,남,80,2429,0.031
경기도,포천시,남,전체,78231,1
경기도,포천시,여,0,4492,0.064
경기도,포천시,여,10,6272,0.089
경기도,포천시,여,20,7632,0.109
경기도,포천시,여,30,6749,0.096
경기도,포천시,여,40,9915,0.141
경기도,포천시,여,50,13423,0.191
경기도,포천시,여,60,10286,0.147
경기도,포천시,여,70,6726,0.096
경기도,포천시,여,80,4653,0.066
경기도,포천시,여,전체,70148,1
경기도,포천시,전체,0,9318,0.063
경기도,포천시,전체,10,13155,0.089
경기도,포천시,전체,20,17892,0.121
경기도,포천시,전체,30,15039,0.101
경기도,포천시,전체,40,21459,0.145
경기도,포천시,전체,50,29761,0.201
경기도,포천시,전체,60,22285,0.15
경기도,포천시,전체,70,12388,0.083
경기도,포천시,전체,80,7082,0.048
경기도,포천시,전체,전체,148379,1
경기도,하남시,남,0,15178,0.111
경기도,하남시,남,10,12087,0.088
경기도,하남시,남,20,16697,0.122
경기도,하남시,남,30,23583,0.172
경기도,하남시,남,40,24723,0.18
경기도,하남시,남,50,19906,0.145
경기도,하남시,남,60,15469,0.113
경기도,하남시,남,70,7320,0.053
경기도,하남시,남,80,2022,0.015
경기도,하남시,남,전체,136985,1
경기도,하남시,여,0,14469,0.107
경기도,하남시,여,10,11545,0.085
경기도,하남시,여,20,15553,0.115
경기도,하남시,여,30,23254,0.172
경기도,하남시,여,40,22341,0.165
경기도,하남시,여,50,20527,0.152
경기도,하남시,여,60,16240,0.12
경기도,하남시,여,70,7358,0.054
경기도,하남시,여,80,4183,0.031
경기도,하남시,여,전체,135470,1
경기도,하남시,전체,0,29647,0.109
경기도,하남시,전체,10,23632,0.087
경기도,하남시,전체,20,32250,0.118
경기도,하남시,전체,30,46837,0.172
경기도,하남시,전체,40,47064,0.173
경기도,하남시,전체,50,40433,0.148
경기도,하남시,전체,60,31709,0.116
경기도,하남시,전체,70,14678,0.054
경기도,하남시,전체,80,6205,0.023
경기도,하남시,전체,전체,272455,1
경기도,화성시,남,0,54027,0.128
경기도,화성시,남,10,47386,0.112
경기도,화성시,남,20,52066,0.123
경기도,화성시,남,30,77696,0.184
경기도,화성시,남,40,83006,0.196
경기도,화성시,남,50,57863,0.137
경기도,화성시,남,60,31266,0.074
경기도,화성시,남,70,13983,0.033
경기도,화성시,남,80,5177,0.012
경기도,화성시,남,전체,422470,1
경기도,화성시,여,0,51582,0.131
경기도,화성시,여,10,45334,0.115
경기도,화성시,여,20,44806,0.114
경기도,화성시,여,30,72265,0.184
경기도,화성시,여,40,71880,0.183
경기도,화성시,여,50,50033,0.127
경기도,화성시,여,60,30609,0.078
경기도,화성시,여,70,16122,0.041
경기도,화성시,여,80,10295,0.026
경기도,화성시,여,전체,392926,1
경기도,화성시,전체,0,105609,0.13
경기도,화성시,전체,10,92720,0.114
경기도,화성시,전체,20,96872,0.119
경기도,화성시,전체,30,149961,0.184
경기도,화성시,전체,40,154886,0.19
경기도,화성시,전체,50,107896,0.132
경기도,화성시,전체,60,61875,0.076
경기도,화성시,전체,70,30105,0.037
경기도,화성시,전체,80,15472,0.019
경기도,화성시,전체,전체,815396,1
